sentence,sentiment
im pound and small fit me perfect no bagginess maybe even little tight,2
the green color bleeds in the wash only wash it once though so not sure if it wont bleed anymore after the first wash,2
but it didnt lose its color,0
a nice basic shirt,1
not distinctive,0
but solid everyday basic shirt at good price,1
the large be very small,2
i try to return the shirt,2
but the vendor want to charge me restock fee,0
i give the shirt to goodwill with note that it be very small for large size,2
a great value,1
but with some shortcoming,0
the polo fabric be rough,2
the polo be well make for the price,1
nice amp,1
comfy with good bright color,1
comfortable and stylish,1
oh just love it,1
good,1
decent shirt,1
kinda see through,0
but he wear an undershirt and that fix it,0
sleeve be tight,2
but my husband have large arm,0
over all good shirt just not big and tall friend fit,0
love it,1
the quality of the shirt be not what be expect,2
the collar felt as if it wouldnt hold its shape either,0
i will be return the item,2
get this to match my dark concord and they do the trick,0
like thik shirt material,1
it be fine,1
fit be shade small than would like,2
i initially buy one shirt to check the fit and quality of the shirt,1
i be surprise by how nice the shirt actually be,1
so end up order two more,0
you wont find good polo for the money,1
i promise you no b,0
very poor quality,2
if use same amount for other brand will better,0
from this product amazon well will choose,1
other brand,1
nice shirt fit well,1
order xl and it fit more like,1
the fit and feel of this shirt be perfect,1
i have very picky husband and he love this shirt,1
didnt notice any shrinkage either,0
will buy more when need,1
i need shirt for work since always use tshirts decide to switch it up,0
this polo shirt fit fantastic,1
i ’ m big guy,0
but this shirt have it all,1
comfy material,1
light,1
but strong,1
loose fit,2
but not baggy great length,1
i plan on buy few more,1
the price be right and it be basically wrinkle free garment,1
the material be one would not pick out on my own or would buy again,2
not smooth or silky,2
maybe just personal preference,0
fit and quality as expect,1
bought for my boyfriend and it for perfect,1
great fit and great quality,1
very comfortable,1
do not shrink after wash and dry,2
want nice fit comfortable knock around polo,1
this one be perfect,1
great product at great price,1
require for work and have to wear it over thermal shirt and turtleneck,0
i work in the freezer,1
but uniform require,0
so cheap hardly worth my time to write this,2
garbage material and construction,1
my husband love it,1
no complaint from him,1
the fabric feel very cheap,2
it doesnt feel like the tshirts of the same fabric weight,1
the stitching on the red one purchase be little crooked in part,0
i plan on wear them when dont care if it get ruin,0
fit be far large than expect and the material be very thin and nearly see through,2
love it,1
dishonest sale,0
advertise as tagless and both the red and blue polo come with tag,2
very upset,0
buy clothing online be like box of chocolate,1
you never know what your go to get,0
as for this product the material be little thin,2
and like most men shirt the sleeve be too long,0
i mean why do they always go like inch past your hand there must be lot of really long armed people out there,0
the fit feel and look be well than expect for the price,1
will buy again,1
see above,0
well fit comfortable really love it look good work dollar tree wear it st paddys day people really complement its color,1
nice material good fit and good price for the size,1
would definitely buy again,1
buy as gift,1
great shirt,1
change my first review,0
very tight fit after first wash,2
material quality degrade,1
,1
i be use my cell to shop amazon,0
so very small screen,2
the photo look like the shirt have white trim turn out it be drop shadow,0
the shirt be just one color,1
thin material,2
i love the color of the shirtand it be very warm to wear and comfortable,1
i need some maroon shirt to have letter and embroider for my school,0
i couldnt buy locally nor from ll bean my goto place as they didnt have them,0
i find these and they work perfectly,1
purchase as work shirt,1
but wind up use it for dress shirt with slack,0
receive compliment on the appearance couple of time,1
this shirt fit my husband awesomely,1
it wash beautifully and he love the comfort,1
great value,1
fit good,1
best for late fall into winter because they be heavy weight material😀,0
not quality not comfortable ugly sloppy look,2
fit just right and feel great,1
excellent shirt,1
very comfortable to wear,1
great value for the money,1
i plan on get more,0
for the price this be good value,1
pretty nice cheap shirt,1
sleeve be tad long,0
good for the price look ok as photo fast delivery,1
my new husband wore this for our wedding,0
it be very attractive and well make,1
the color be stun for casual wedding,1
for the price the product be very good quality,1
p hunt,0
great fit look good,1
perfect fit,1
material be perfect,1
great fit,1
size right,1
comfortable fit well size be as described,1
doesnt fit in the waist areato snug,0
fit in the shoulder great,1
i buy this for my brother,1
it fit perfectly,1
and love the color,1
they be little thin that be expect for the price,2
order size large then you be as they run very narrow in the body,0
nice shirt,1
thin material so will probably need an undershirt,2
purchase large in forest green for my husband along with two others,0
these seem true to size and be soft and roomy,1
he would not wear this to golf in,0
but its great weekend shirt with jean,1
he like it so for the price will order more,1
they look very nice on,1
i have to black where work it be perfect go through lot of them,1
cheap thin shirt,2
but do it ’ s job,0
thankfully buy it to use for halloween costume,0
comfortable,1
quedo muy bien,0
my friend be so pleased with the fit and comfort of this shirt,1
i order small and medium,2
they arrive together in wad,1
the shirt have no tag and be slightly soil,0
it look like someone have throw their dirty laundry in bag and ship it to me,2
the material be woven very loosely and be slightly seethrough,2
i wouldnt even keep them for rag,2
great fit wash just fine and the material be ideal for the houston heat,1
will bee order more shortly,0
nice breathable material kind of short length wise,1
but size width wise be great it fit nice for our pink white family photo and look great,1
i bring these for my son for back to school,0
my own fault for order them little big,0
but they look good,1
perfect for spring fall,1
great fit,1
highly recommend,1
comfortable,1
good color,1
come in variety of color,1
ship quickly,1
im very satisfied with this purchase,1
i order few other color,1
perfect work shirt,1
i be very please with my jerzees shirt,1
i buy two and and they be good than expect for roughly each,1
they run little big,2
very typical cheap uniform type of shirt,2
but thats what know and order,0
fit the bill for long sleeved polo just to wear around,0
average fit for an average body,0
seem to be hold up well to daily restaurant work,1
buy as gift,1
this shirt look like it have be wear already,1
it have some kind of animal fur on it,0
really nice quality shirt,1
you wont be disappoint,2
lightweight easy and breezy polo shirt,1
very comfortable in summer weather,1
size be perfect until you wash them shrink up in length not body,1
this be not cotton so they should not shrink,2
i buy and be not happy,1
i buy them to work and so far so good after the first week,1
fit well confortable,1
the shirt get be little bit to big,2
so i ’ m wash it now i ’ m bit it in the dryer see what happen after that,0
but other then that no problem with the shirt no no rip or tear in the shirt,2
come really fast,1
the shirt seem to pull in the sleeve in which be odd to me,0
my father be med normally,0
but have broad shoulder,0
this shirt in large fit perfectly,1
he love it,1
wear well wash well color still red get compliment,1
great buy,1
wear well,1
fit good,1
its good quality polo for the price and fit as expect,1
nice shirt,1
my son be very picky,1
but he love it as school uniform shirt,1
nice texture and the spotstain guard be great,1
look nicer than plain cotton polo,0
this product be price correctly,1
you get your money worth,1
nothing more nothing less,0
work fine for my workout,1
good value for the money,1
awesome,1
good quality and fit as expect,1
the best part be the price,1
i will recommend this seller,1
these be perfect,1
he say they be comfortable and not too heavy,0
it fit perfect,1
i have always prefer men shirt more than woman as they always fit right,1
i be short and have short arm and the sleeve be really long,2
but can just roll them up,0
good product good price,1
i like the color and how it fit,1
dont expect nice heavy gauge thread count for this pique polo,1
but for the money it fit and will work just fine,1
my fault,1
estimate size xxl be right for me,0
but perhaps have lose some of my girth will order xl later,0
otherwise great all round,1
great deal,1
think men shirt rab alittle largeethe small fit me just rightmedium be well,2
i deduct one star because be under the impression this be more of golf light weight polo,0
however this feel like cotton shirt,2
but for the price think its good deal,1
the color arent as vibrant as polyester golf shirt would be,0
im wonder if it will fade with few wash,0
look good,1
doesnt have fade look,1
very clean and perfect fit,1
i buy this for work being it be get cold,1
they be great and fit just right,1
wrinkle do not come out after washingwill not order again,2
i ’ d like to return it,2
work warehouse it be nice and breathable,1
good shirt,1
sleeve be bit too long for short sleeve,2
ok for the price,1
my hub love these so be very surprised give the inexpensive price,1
they fit great,1
we get these shirt for our old boy because they need for work,0
come in kinda thin material wash it once shrink two six have to toss it,2
to long,0
fit as expect not over size,2
material light weight,1
love the color comfortable wash great,1
love how nice it look on my hubby,1
dispersa muy bien humedad se oye ya arrugas con la horas pero en general me quedo muy bien me gusto mucho,0
comfortable and warm,1
this be well make shirt,1
be aware that be it not just purple its purple,2
this be not bad thing if you like that color as do,2
ive purchase shirt from this company before and they be light and perfect in the deep southern state live in,1
i highly recommend these shirt and the seller jerzees,1
i think ill go get another,0
more like tshirt material,1
make for wear tuck not outside the pant,0
great for cool day on the golf course or pajama top if you get catch in blizzard in denver,1
comfortable easycare,1
i wear these every day,0
my dad like his shirt,1
size be great and nice,1
thought it would be little bit heavier,2
thicker material,0
it ’ s light nice shirt,1
thank you,1
to play golf in,0
with all the heat want thin shirt that breathe and this shirt do,2
i like black because it be formal,1
this shirt be right for me in the winter here and washable,1
it ’ s good polo,1
look cheap though so won ’ t wear much or just around the house,2
it doesnt breathe as much as my son be hop for,1
but it be half polyester like most polo be,1
like it all kind,1
feel good good color and go with plenty,1
for me its comfortable shirt,1
its not light nor be it heavy shirt,2
but kind of in the middle,0
i really like it,1
so far ive wash it once and its still good,1
me enviaron otro productos que no eran,0
decegcionado,0
luego pedí otra camisa de otro size me enviaron pequeñas los tube botar no tengo tiempo de printiar devolverlo soy muy ocupado me gusta que me den mi productos correcto eso pago mi dinero vale mucho,0
gracias,0
it be too big for me so give it my brother,0
he like the material and fit,1
perfect fit,1
great shirt very comfortable wash perfect,1
have,1
nice shirt,1
but put la vega raider patch on it to vastly improve it visual appeal,0
i like the shirt and make me comfy to wear it at work and the color be very nice love it,1
like the fit d feel,1
do not hold wrinkle,2
i buy these for my husband,1
he love it,1
very comfy and do well in the wash,1
i buy more,1
i buy this for my husband for birthday party and it be nice on him,1
he be big guy with decent gut on him and this shirt look good,1
it wasnt sort or tight he like the material,2
my husband love these top,1
have already buy him of them,1
husband love it,1
nice material and great fit,1
quality match the price,1
i buy ralph lauren at the same time,1
this one have good quality and size be correct,1
you can feel the difference in material,2
good value,1
the company work for bought present for family in need only go on what size they have on the list so not sure how it fit,0
but the shirt look nice and of good quality,1
this fabric be light yet not clingy,2
it be comfortable fit amp,1
be easy to clean,1
dry,0
quickly,1
i order these for my husband before we go on vacation,0
they travel well and do not wrinkle,0
the purple shade be pretty,1
however quality be poor,2
collar roll and hem unravel after first washing,2
also size run small,2
i will be return,2
i really like the value and condition the shirt be deliver in,1
i get these shirt because it be get colder here and we have to wear these kind of shirt to work,0
they work for what buy them for,1
but they be not as warm as thought that they be go to be,2
i will be buy something different that be thick and warmer,1
but other than that it be what expect it to be,1
great shirt for the price will order more,1
my son love this work shirt look forward to wear to work during the winter month,1
package receive early day before expect due date,1
i like this shirt fit comfortably,1
recommend,1
material be very thin and light weight,0
sleeve area be little long than most short sleeve shirt,2
they look great,1
make little on the slim side,2
but that work for my skinny boy,0
i like the fit the length and the color,1
the quality for the price be amaze for last minute uniform,1
the hand feel and fit be great,1
shirt be make well and fit as expect,1
long enough to cover belly overhang,0
buy more,1
great under jumper,1
good than lady,1
nice shirt except for the sleeve,1
they have some sort of elastic in them and they cling to your arm and make it little bit uncomfortable to wear,2
these shirt be very comfortable and after quick iron job appear very business casual,1
i like these lot and will purchase more especially now that its start to get cold,1
brace yourselves winter come 😑,0
i love these shirt,1
keep em comin,0
thanksagain and stay safe,0
overall very good shirt for the price especially for work or school purpose,1
i didnt have any issue with the size,0
it be loose as expect and not clingy,2
the material be slightly thin than expect,2
but be not at all serious issue,2
nice product,1
well make,1
great price,1
it fit as expect relaxed fit not slim fit,0
the back be long enough to cover your backside,0
the top of your pant,0
when you bend over,1
it hold up well to wash and dry on warm with jean,1
light than polo,0
but good build quality and much value shirt,1
purple color be nice,1
good medium quality for price,1
havent wash it yet,0
but seem to fit little large than size state,2
nice shirt fit loose,1
anyone who write negative review be act like they pay for it haha,0
,1
quality well worth it look casual or professional,1
cant go wrong,0
good fit and value for the money,1
good fit nice shirt will definitely recommend and buy again,1
im this shirt untucked be like skirt,0
pretty good for the price for the black polo,1
the white polo be super thin and very see through,0
great value,1
my husband need them for work,1
they fit well and theyre comfortable,1
just wish they be bit thicker,2
theyre kind of like long sleeve tshirt,0
but otherwise good buy for the cost,1
very nice for the money,1
however it shrink little when wash,2
may want to order size large,0
overall the shirt fit well in the body and shoulder it be slightly tight in the forearm and maybe an inch to short due to my big belly,2
those be not the fault of the shirt,2
but just the way im build,2
i order more of these shirt in the xxl size,0
muscularlean,0
the fabric be of good quality,1
i buy these online since couldn ’ t find the color order in person,0
when they arrive they look great,1
unfortunately that be the last time they look great,1
wash them once and they become rag,0
i do not reccomend,0
nice shirt,1
however it run on the large side,2
husband love it,1
he want me to buy more in different color,1
the husband get two of these for christmas and wear them frequently,0
when ask whether he like them he say theyre good,1
and theyre affordable so think theyre good too,1
it feel like tshirt material so it be light and airy yet doesnt look like tshirt,1
i wear it to important meeting and nobody question it,0
the shirt be short sleeve,2
but be what would call too heavy for summer,0
i definitely would not wear on hot humid day,0
it also run small,2
great fit,1
keep me warm when go out,1
thin cheap material,2
would not recommend at all,2
i love these shirt,1
i use them for work shirt,0
i can wear them on job and still look nice enough to go into place and still look nice,1
excellent quality for the price,1
nice and warm,1
very soft fabric and perfect for layer,1
star simply because think the price be appropriate for the quality,1
otherwise it ’ s star all day,0
terrible material for polo color have no rigidity at all sleeve be bunchy spend more dollar and get yourself decent shirt,0
nothing about this look or feel professional,1
more like cheap long sleeve for work out or something,2
but it just happen to have color,1
fast ship,1
perfect fit,1
wow these be really nice shirt for the price,1
the feel substantial,0
the collar on them be nicer than on some polos ive spent time as much on,0
and they wash nicely,1
i would definitely recommend,1
and will be buy more of them,1
great shirt great price,1
these shirt work well for work and have hold up so far,1
the spot shield thing work if its like droplet of whatever happens to fall on your shirt,0
its definitely not go to hold up if you try to send floor its way to see if the spot shield kick in and work,2
would buy again,1
worth your money if you be look for shirt of this type and dont want to have to spend too much to do so,2
i be think it be go to have little more room and it do not should of go with the size up one,2
this decent polo and very good for its price,1
great fit,1
its great for work shirt,1
doesnt shrink,0
color and texture,1
great for everyday casual use,1
the shirt fit fine look forward to order moore,1
quality thick material and true to size,1
i purchase color amp,1
color be vibrant,1
product be as advertised fit be good,1
i like this shirt,1
it fit well,1
one year later the seam underneath the right arm come apart,2
i think wash it about time,1
i ’ m not sure will buy this brand again,0
it fit well and look great,1
but be far from comfortable and feels very low quality,1
good fabric,1
the color be not as depict,0
it be much more of an electric shocking blue and it be not attractive,0
my husband be use it to wear around the house only,0
but even then we both dislike it,2
if he hadnt already worn it for day we would have return it,2
stain pretty quick little oil from salad dressing and have spot on the shirt,2
fit well decent material,1
dont wear if girlfriend like oil vinegar salad,0
great shirt for the price,1
its lighter weight fabric than true polo,1
size order fit perfectly,1
beautiful color,1
wash up nicely,1
i do not dry in dryer always air dry on dry rack,0
will be purchase more,1
this be very inexpensive shirt,1
but fit and wear well,1
a great value for the price,1
great quality for the price,1
i buy these in many color for my son for work in the summer,1
casual office,1
and he wear them all the time,0
fabric have an ok feel more like textured cotton,1
but not rough at all,2
these be not the super soft polo,2
but they do not pill and wash nicely,0
good value,1
nice work shirt that fit as expect,1
very comfortable always look great after each washing,1
the product info say tag free which be very important to my husband and they be not tag free,0
great fitting shirt for my husband,1
end up buy three of these shirt in different color,1
comfortable and true to size,1
cheap polo,2
fit real wonderful real nicely,1
get these for my husband for work as he have to wear green polo and they arrive quickly be good qualiyty and fit well,1
will buy again when he need replacement,1
it just doesnt look right,1
the shirt be good quality,1
i love how fast the order come,1
i need nice new polo for work,1
it be super comfy and help keep me dry with the moisture wicking,0
i will be order more of this product in the future,1
good quality nice color will order another one,1
nothing like the tagless picture,0
i buy these because they be suppose to be tagless,0
i buy total in various color,1
but havent receive the other yet,0
ill update for size when get them and have wear them,0
these run way too big for large size anyway,2
i order two different color and both be tremendously large,0
im not little dude either,2
be as described,1
fit right no complaint,1
love these shirt,1
great quality for the price,1
since order ive only wore these to work and continue to do so,0
theyre slim fit light wear,0
ive order more in different color,1
would recommend for casual wear and office job,1
great fit,1
breathes well,1
im thin guy and wellfitting shirt size be always somewhere between small and medium depend on the brand,2
in this case the medium order be too large,0
i be surprise to find that it be not eligible for return to amazon,2
as advertised work great,1
the ordered fit like,1
this shirt have good quality for an excellent price,1
not top designer merch,2
but of quality much good than one would expect for its price,1
i will definitely be go back for some other color,1
like the value for the price,1
but material be thinner as expect,1
arm be little snug,2
but overall would recommend it,1
my husband love the way this shirt fit and feel on him,1
i wait to review until after few wash ’ s,0
this be really close to star,2
fit well launders well,1
it ’ s really close except for one minor thing,2
the sleeve cuff roll up and stay roll up even after fix them,2
still an excellent lightweight shirt,1
great everyday casual polo,1
the price definatly do not depict the quality,0
they be super nice,1
great price,1
i would recommend and repurchase,1
gorgeous look high end true to size,1
very comfortable will buy again,1
not fit as expect,2
sleeve length be little long,0
very good progress satisfy,1
the shirt be cut well and the color be good,1
it isnt fade black,0
but rather deep black,0
but have to return the shirt because the medium fit more like small,2
ive order large to replace it and might have to make it an xl if the large be cut small,2
nice,1
these shirt be nice,1
well make easy care and inexpensive,1
a lot big than what im use to size normally be,0
i get this as gift for my husband he love it,1
i ask if it be comfortable to wear and he say it be,1
me gustó el color,0
la utilizo por días próximos la navidad,0
these shirt be true to size and fit very well,1
they be little thin than some so it ’ s definitely summer shirt,2
overall i ’ m very pleased especially with the price,1
bought two as they be worn day per week to work,0
have wash several time color stay no pilling and wrinkle free after minute of dry,0
bought for my boyfriend,1
the shirt look good,1
it be little thread bare and the collar be tight if you have thicker neck,2
come out of the package smell awful,2
but you get what you pay for,0
i love the color,1
not terrible buy,2
but not something would recommend to other people,2
its fine shirt it feel good fit comfortably and have the kind of light green color be seek to add to my wardrobe,1
great shirt,1
wore it to work and actually have compliment,1
they be just okay,1
they be to long order the correct size,0
perfect packaging,1
be the right size and the material be comfortable,1
ok item just heavy than expect,1
return due to arrive too late,2
gift purchase recipient happy with fit color and style,1
my daughter need black polo for work and they prove hard than expect to find locally,0
these fit great be very reasonably price and so far be work out great,1
will definitely order more when she need them,1
i order medium thinking it would fit how wanted it to,0
these must be big and tall size or something because their medium be like,0
ridiculous,0
run small,2
it be perfect fit and the color be sweet,1
great for the price,1
but bit of pain to find the right size really too big for the size label,2
for the price its hard to go wrong,0
they be inexpensive long sleeve polo,0
production quality be fine,1
the fit be as expect for the size,1
the material be little on the thin side,2
but wasnt expect much to begin with,1
i use these as work shirt they be fine for the purpose,1
perfect polo shirt to be wear for all ocassions,1
solid sewing and durable design,1
i be definitely buy more,1
give as gift seem to be good,1
great quality product for price,1
great fit,1
got for my husband new job fit perfect,1
the poly blend didn ’ t breath i ’ m outdoors often in alabama heat,0
all cotton for me,0
great product,1
awesome quality value amp,1
price,1
these shirt fit about size small than what you normally wear,2
be sure to order size large an you normally wear and they will fit fine,0
great quality for uniform shirt would purchase again,1
first day wear it saw tear at the wrist part of the sleeve,0
but guess you get what you pay for they be cheap long sleeve shirt buy to wear to work,0
bought for vacation fit as expect would def recommend,1
for my grandson for him to wear to school it wear an it look good,1
i will order again,0
thank you s,1
smith,0
good quality,1
shirt be plain and true to size,1
look ok,1
good for the price,1
i read some of the comment and wasnt expect much,1
however the shirt be not bad for the price and fit great,1
wash ’ s without fade no shrinkage and hold up fine,1
usually wear xxl,0
but fit slightly big which be fine since layer under it,0
very nice kite shirt,1
nice quality shirt fit perfectly soft very comfortable,1
ill be buy more shirt like this,1
shirt be great fiy,1
good value,1
my husband be big man,0
like his shirt big,0
wear fit perfectly,1
i own janitorial company,0
i purchase men xl,0
the sleeve be long enough so the arm cuff doesnt annoy,0
while clean fit well on lb ft man,1
seller be great to work with as well,1
not true size too big,2
esta bonito pero que quedó geande,0
not bad shirt,2
but be look more for polo shirt weave for the fabric,2
but it ’ s pretty much tshirt with collar,0
also want darker shade of navy blue than the color get,0
the shirt fit little close,2
but fear the next size up would be too loose,0
i be bit disappointed,2
fabric little thin,2
size good color selection limit,1
but at shirt really cant complain,0
i find these shirt to be very comfortable and roomy and very reasonably price,1
it claim to be large,0
its clearly small,2
good,1
wore the shirt one time and get small spot on it,2
wont come out,0
i would not recommend the product,2
great shirt,1
fit my husband perfect,1
this be nice shirt at good price,1
fit well would buy it again,1
this shirt be extremely see through,0
my son love it,1
beautiful color and material not heavy,0
its little short on the length,2
still good though,1
quality fine be just so surprised it run big almost everything now day run really small,2
perfect fit,1
even as small the length be perfect,2
fit me well very comfortable to wear,1
likesthe fit of the shirtthe price and be able to find the item online when it be so hard to find in the store,0
dislikesthat the same style and color be not as economically price thereby reduce the amount of shirt may want to purchase and that xxl be not among those style and color,0
fit my yeah prefect,1
i get him size small,2
in the men shirt he can do size,0
but its just easy to get small men for him,2
love the material,1
very soft yet have substance,0
it fit okay,1
really want more of cotton material,1
very comfortable and soft,1
fit perfectly,1
the shirt fit nice comfortable and the blue be as bright as indicate by the online picture,1
soft and fit great,1
buy these for my son for school,1
they fit him perfectly,1
he ’ s amp,0
’ slim build,0
i will order again,0
great shirt super fast ship,1
the shirt be great quality,1
however it be not woman ’ s xlarge it be definitely men ’ s,2
the shirt be huge,0
look great,1
comfortable,1
launders well,1
i order several color and like them,1
be sure to wash them in the delicate cycle,0
very nice shirt,1
good than expect,1
i have many of these jerzees sport polo shirt and they all fit and feel comfortable,1
on my recent purchase one come with tag that think would be tagless,0
but ill get over it,0
my husband be very satisfied with this shirt,1
it look great on him,1
nice shirt great fit,1
exactly as described,1
after first wash no good,1
some of them say cotton and yet the description say cotton so wasnt sure what would get,0
but these be definitely and feel thin like that not as thick as cotton would be,2
but for the price its good,1
the sleeve of the xl go bit past my elbow,2
im,0
and too long to leave untucked,2
also seem really boxy,1
comfortable,1
great for work,1
very roomy cut on the sleeve and shoulder can move freely,0
very comfortable and sturdy,1
its good,1
but could be good,1
sleeve long enough that tshirt doesnt pro out beneath them,0
comodidad que da muy bien,0
no justo ni muy ancho,0
i worry when purchase clothing,1
i be totally happy with my purchase,1
i like the shirt,1
i have order two shirt and may even order couple more,0
for whatever reason water bead up on this as if it be cover in rainx,0
hold size and shape well,1
doesnt shrink very much,1
sleeve be nice and short they dont go past the elbow like many cheap polo try to fit the mass,2
i want heavy shirt and throw this one away,0
if you want thin material then this shirt be otherwise fine,1
it be shirt,1
reasonable bang for the buck,0
very thin can see through the white shirt,0
some reviewer say the shirt be too big,0
i have long arm so ordered sixe xl,0
im not over weight and think overall size might be too big,0
but its perfect fit for me,1
soft comfortable and reasonably price,1
would order again,0
husband wear all the time,0
great value work shirt,1
work shirt not alot to say,0
buy it already,1
finally find polo shirt like,1
order two more and im all set for spring and summer,0
very nice shirt,1
great value,1
fit nice have no complaint,1
the small fit me very well,2
i be ’ ” lb and usually wear miss size or,0
the fabric be just tad solid for me,1
great value,1
he love it,1
comfy,1
great,1
exactly as expect,1
great quality price be worth it,1
very thin material and almost see through more like long sleeve teeshirt,2
not even beefy or hefty tee,2
with collar than polo shirt,0
love the shirt nice and warm,1
as cotton blend the fabric should wear well and not shrink or lose shape like the cotton shirt,0
however this trade off make the shirt not so soft or comfortable,1
fabric,1
while light weight than all cotton should wear well as blend normally do,0
stitching be fine no overt defect,1
overall im happy,1
i love this shirt,1
its plain,1
but its so comfortable you cam wear it for any occasion,1
great purchase,1
you cant beat the price on these shirt,1
nice shirt for the price,1
just little too long,2
great fit nice quality perfect for school uniform,1
the shirt be ok until it be wash once terrible product terrible clothing don ’ t buy this,0
large than what the actual size,0
get large and be like an extra large,2
very thin not good at all for fall or winter,2
kind of disappointing,2
i buy and it ’ s just not make for the big and tall man,2
the shirt fit as it should,1
i like that the sleeve be long enough to end at the elbow,0
i wait until launder it couple of time before compose this review,0
the shirt wash well,1
overall the purchase be good deal,1
this be disposable shirt it last one day,0
totally unexusable,0
i find this shirt to be little oversized and droopy,0
it get worse after wash,0
probably worth,1
but would recommend you spend the on the premium polo,1
it ’ s red long sleeve “ dress,0
” shirt that fit as expect,1
good job,1
star,0
great shirt fit well amp,1
cant beat the price,1
brightcolorful,0
my son love it,1
great for the price,1
i would air dry as oppose to use heat,0
it will shrink otherwise,1
nice material fit as expect,1
product be small and the thinnest of material,2
amazon essential be twice the product,1
very good quality amp,1
excellent price,1
i love have my shirt one and half to two size too big,1
especially my work shirt and these deliver beautifully,1
love this shirt,1
feel comfortable and the fit be perfect,1
arrive as expect and plan to purchase more color of this jersey,1
thin material will not hold up long in wash,2
if you want really cheap polo this be it,2
quality be low,1
but fit pretty good,1
i would buy your standard polo size,0
they arent very tight fitting so if slim fit be your thing look elsewhere,2
if youre into slim fit you should be spend more and get good polo anyway,1
after wash them they fit just as expect,1
the cuff be little too tight,2
but everything else be great,1
good quality fabric color as show price be right fit as expect,1
i need these for work and they do not disappoint,0
too bad woman be not allow to purchase this quality in feminine style,2
order one of these for my husband and he love the light weight material for summer,1
it ’ s not thin that you can see thru,2
but be very cool and breathable he say,0
size run true to size we order more since,0
hubble love them,1
perfect for work,1
good price fit great,1
not happy,1
do not shrink up thats great,1
too stretchy like elastic,1
great shirt for work,1
the quality be good and these look great with dress pant,1
i receive lot of compliment on the shirt,1
they be somewhat lightweight,0
but very comfortable,1
i buy this long sleeve polo for my young adult son who just start work in cold store,0
good material and comfortable,1
fast ship easy transaction,1
ill be buy couple more,1
fabric isn ’ t very soft,1
but it fit like expect it to and don ’ t see any problem even after the first wash,2
i think ordered woman ’ s which i ’ m certain do and receive men ’ s,0
quality not as good as i ’ d like it to be,1
but for price it ’ s exceptable,1
would have like what order,1
please be careful when pick item,1
fixs good run just bit small,2
but as you wear it it loosen up would buy again,0
for the price you cant really complain about this product,1
that say it be little oversized and have rather blousey fit,2
even so would have be fine with it except not only do it take almost two week to arrive,2
but when it do they have send the wrong color,0
its comfortable shirt with the color as advertise on the amazon page,1
its not very thick though so if you use it in cooler temperature make sure you have appropriate outerwear to accompany it,0
my dad like them so much,1
great shirt for everyday around the house,1
run small,2
need one size up,0
im stuck with too small,2
true for lee,1
very nice and great value,1
a mi hijo le agrado,0
these be great fitting shirt for the price,1
shrinkage be minimal,0
the fit be muscular,1
if you need more room would suggest you up your normal size,0
very comfortable pull over for every occasion recommend your family and friend,1
right for the price,1
definitely thinner then what expect,1
but other then that it ’ s great,1
dress up or dress down,1
bday present for dad amp,0
he like it,1
fit him well and seem like quality work as wrap it,1
its ok,1
great shirt right out of package,1
first wash be on coldcold,0
but still shrink tad,0
get one size up to compensate,0
nice quality lightweight shirt for the money,1
i really like them they fit him perfect thanks again,1
great fit,1
just sleeve wrinkle on the edge as it appear to be little large in my opinion,2
other than that great product,1
not bad at all,2
very comfortable shirt washing and drying be easy,1
love the color,1
nice shirt,1
seem well make of quality material,1
not too thin,2
color be nice,1
great for the office,1
my son like them,1
there pecfect fi for school very comfortable,1
be through two wash since get it and it hold up great no shrinking,1
very comfortable,1
my only complaint be that currently they dont have,0
but color in my size available or would buy few more,1
i like the material,1
but too small,2
order the white shirt and one can definitely not wear this in public its see through,0
awful,0
just awful,0
waste of for this,0
i ’ ve see year old shirt that be thick than this,0
good casual jersey with jean,1
i think it would have more polyester,0
husband love,1
great value for price,1
wash well with no fading,1
timely delivery of the best longsleeved collared shirt just what need to wear for my job at our new supermarket,0
i find this shirt to fit very loosely,1
i be and order medium,0
i return it immediately,2
i go with the dicky brand which be dollar cheap and way well quality,2
oh and it have strong color die smell,0
the fabric be nice and bright red as hoped,1
but bit thin,2
i be hop it be more of rugbyweight fabric,0
but it be more of tshirt weight,1
cuff around wrist amp,0
forearm be bit small,2
but the shirt fit well,1
i wear it and people give me compliment,1
specially the light blue one,0
you too can laugh at trumpers,0
nice cotton polo,1
great color and true to size,1
exactly as advertised,1
fit well,1
the shirt have no issue,0
great jeez polo,1
as expect,1
but the material have coarse feel for polyester,2
not problem unless you want soft fabric against your skin or your girl,2
very nice,1
arrive just as expect,1
love the color amp,1
material,1
thin not what be look for,2
my husband really like this because its soft and lightweight,1
i love it because of its easy care just wash dry and on the hanger,1
color be just as pictured and wash up great,1
hold shape and feel good,1
fit be as expect and soft,1
awesome quality tee,1
hubby totally love them,1
we get color so far and will soon get some more,1
now its polyester cotton it seem cause faster sweat due to rise in body temperature,0
be as far as they could go with this garment,0
the size run little small,2
but the xl fit perfect,1
i be somewhere between large and an xl,0
great equality nice fit true to size,1
exactly what we want,1
great shirt light matetial good quality and comfortable,1
i recommend highly,1
bought for use on my job,0
good fit overall,1
band on sleeve need to be eliminate,0
too tight for men with big arm,2
overall great value,1
fit as expect,1
but i ’ m small frame person ’ ” and pound so,2
comfortable and well make,1
