sentence,sentiment
"Good price, well made, I keep buying them",1
"My 16 yr old son absolutely loves this shirt, he would wear it everyday if he could",1
"Nice shirt, washes great, would buy again for sure",1
Great value,1
Felt like a million bucks wearing it,2
Great casual but squared away look,0
Good product,1
Great professional look in a wrinkle free shirt,1
It is not care-free,2
Extensive ironing is needed,2
"Good looking and fits well, but its the second shirt received with frayed sleeves",2
I am not going for a third try,2
This shirt fit as expected,0
Nice quality,1
nice shirt,1
la tela,0
excellent,1
Very consistent quality and for,0
Excellent,1
Love it,1
I ordered this shirt for my husband and he loves it,1
It fits as expected and it shipped very quickly,1
"Not much to say, but a good buy",1
Sleeve ripped after first wash before using,2
Not the first time this happened with van Heusen shirts,0
"I hope manufacturing will do some action to solve this problem, which is obviously stitching too close to the edge",2
Good quality and good looking,1
Wrinkle free after washing and tumble drying,0
"Nice shirt, very good value",1
Fit perfectly,1
"Marvelous fit, excellent quality, absolute comfort",1
It?ôs a well made shirt,1
Like it,1
"Just as good as the high price stuff at JC Penny, etc",1
My brother liked this dress shirt,1
Shirt fit perfect,1
I use this for casual business meetings,0
I think the photo says it all,0
I don't think anyone inspected this shirt,2
Just poor quality,2
Good price good shirt,1
"Sharp, Classy",1
James bond quality?  No,0
But it's good for the ol' 9-5,0
Right fit and good quality,1
Very nice shirt,1
travelled well,1
Great product,1
as expected,0
Excellent for the price,1
"As so often the case, some manufacturers run smaller than others",0
I was unhappy with the quality as well,2
good fit,1
The fit is perfect and the material is a good weight,1
It is a very nice shirt,1
Loved the way it fits,1
Nice shirt at a great price,1
Great quality shirt,1
Perfect,1
Very comfortable,1
Hang right out of the dryer,0
Van Heusen shirts are always amazing,1
I've been buying different colors and I don't have regrets,1
"This one here was somewhat large in the belly, 15-32-33 should fit me very well",0
Just right,0
It is to large and has smell like it has been worn before,2
Ok,0
"Great fit, great style, great price",1
IT'S OKAY,1
Est√°n bien ligeramente grande pero bien,0
Awesome shirt,1
These shirts had threads hanging all over the place and one had blood stains on the back,2
These look like factory seconds,2
Figured a 17 34/35 sleeve would be pretty easy to get right,0
Fit is like a 17 28 sleeve,0
Great shirt,1
Great price,1
excellent,1
Great shirt and good value,1
"Poor quality shirt, very thin material",2
Nice shirt at a great price,1
"Fit well, nice shirt, very reasonable price and fast delivery",1
It was as good as I expected,1
Fine shirt,1
Nice,1
Always pleased with every purchase,1
It is a shirt,0
I ordered to fit,0
It does,0
Shipping was on time,1
The perfect shirt for me,1
Arrived as scheduled,1
Just what I wanted,0
"Great shirt, great fit",1
Nice shirts,1
Well packaged and priced fairly,1
Nice shirt,1
Nice price,1
Its not fitted as expected,2
Material and colour looks decent though,1
Very good shirt,1
Quality is fine,1
I got five of these shirts the fit is wonderful i will be ordering more of these,1
My friend said he got a lot of compliments,1
Product well put together and fits well,1
true to fit and appearance,1
Good product,1
good shirt,1
Great shirt and well priced,1
I wore out my last shirt and was eager to get another one,0
The shirt fits well and looks like it will last,1
Classy and smart shirt,1
Just what I needed for my new post at work,1
Will be buying more of these for sure,1
The shirt fit and finish are fine,1
I am looking black pin stripe also,0
Decent off-the-shelf fit for the money,1
Nice enough for work I would buy them again,1
Very nice,1
"Very nice shirt, fits well",1
Will be watching for different colors and will buy more,1
Well it fits me in most ways,1
The shirt tail is very short and the shirt doesn't want to stay tucked in,2
love van heusen,1
Quality merchandise and delivered on time,1
great shirt,1
Good,1
Nice,1
Excellent quality shirt,1
perfect,1
Good quality and material,1
Fits great,1
Love it,1
So far so good,1
Good value,1
Good fit,1
"Shirt arrived, it was just what I asked for",0
Good  fit,1
Very Happy so far,1
Not good quality,2
The first time my son used it one of the sleeves came in threaded,2
Beautiful shirt,1
Fits perfectly,1
Fit as advertised,1
Looks great on him,1
Very nice quality,1
fit is perfect,1
My husband needed a little looser fit in stomach area and long arm,0
Just what was advertised,1
we are very pleased,1
Just tried it on,0
Too large,2
Wasnt the size I thought,0
Dress for church,0
Like,1
No iron shirt,0
nice,1
I love them,1
Fit as expected,1
I'll be buying more soon :,1
Nice shirt,1
Just right,1
"Very nice shirt, well made",1
Love the quality and fit,1
Great shirt,1
"more costly then I usually spend on a dress shirt, but it was easy to order and it works",1
Great shirt for a hard to fit guy,1
The shirt is of good quality,1
No issues with stitching or material quality,1
I like it,1
Good Value,1
Was a gift for a family member,0
I hope they liked it,0
Excellent quality,1
Great,1
"Excelent shirt for  the price, feels good",1
Good quality shirt,1
Nice look,1
EXCELLENT,1
Good shirt for the price,1
"This is my second, no problems",1
Pocket fell off after first wash,2
Love this shirt,1
"It is better quality than I had imagined, fits quite well, is well made  and the color is exactly as shown",1
I will be buying more soon,1
A good quality shirt that runs a little large,0
To me it was a perfect fit,1
I did no order extra large,0
Nice shirt,1
very good quality and color and the size as requested,1
very good shirt,1
Feels good except hot sunny day,1
Good quality,1
Very baggy,2
Great value for a great price,1
Price keeps Me buying them,1
Great,1
"Came in on time, great quality and overall satisfied with this item",1
Nice shirt,1
But does need ironing,2
:-,0
Nice,1
I love it,1
Here very quick,1
Fits great,1
Expected quality and fit,1
No issues,0
Wrinkle free works well,1
Dad can button his neck again :,2
"Dad Loves these shirts, but at 92 his turkey neck was causing issues, so we had to up size",1
"If you don't have a turkey neck, you'll be fine",0
Sleeve length was less than expected,2
"The shirt overall is great in color, thickness and quality",1
Sleeve length was less than others i have received in that size,0
Saved money and fits fine,1
Perfect fit,1
Excelente,1
beautiful dress shirt,1
Good quality,1
"Excellent quality, as expected",1
Perfect fit,1
Will buy another,1
Very nice shirt very good quality,1
"This is a great quality shirt, is really soft and the size is great aswell,everything's really ok with this",1
I'm a happy user right now,1
Just perfect,1
Nice fit,1
Good quality,1
Love the shirt but the neck is too small,1
Hubby always wears this neck size so he was very disappointed,2
Had to return it,2
Nice looking shirt in good condition,1
Really like this,1
Good quality,1
very beautiful shirt,1
dress very well,1
Fit husband perfectly,1
"Nice fit, light weight and comfortable for the office",1
Good quality shirt at a reasonable price,1
"One pocket, it was a little baggy but otherwise good shirt",2
Fits well and looks good,1
I like the shirt a lot,1
More like 10 stars,1
Smart shirt that you can withstand the daily grind in,1
Holds up wonderfully in the washer and dryer,1
Not a slim fit if that is what you are looking for,2
Great color and awesome fit,1
Must iron after wash but good material,0
Excellent fits perfect,1
"It was not the one I asked for, and comes with a hole down the pocket",2
ok,0
good quality and nice fit,1
"Excellent Quality, Fit, and prompt delivery",1
good quality/price ratio,1
Bought as a gift,0
Excellent quality,1
Recipient very pleased,1
Thank you,0
Nice shirt,1
nice shirt,1
"Good fit, good quality fabric, nice pattern",1
One star taken away for a poorly made buttonhole,2
One side of the hole has no stitches at all leading to loose threads,2
Did not bother to return it,2
Really nice shirt,1
Holds a pressing very well,1
Thinner material - would have liked to seen slightly heavier/denser material used,0
Collar is perfect for a point style,1
Stripes are very crisp but not overly bright,0
Sleeves are perfect length,1
Price is fair and I would buy it again,1
"Received in just two days, and I no longer visit department stores",0
still the best classic dress shirt made,1
Very nice shirt,1
I ordered the same size as always 17' neck / 33' sleeve,0
Sleeves are cut right,1
I cannot button the neck,2
May be mislabeled or a factory mistake,2
Returning is cost prohibitive,2
Nice made shirt though,1
I can wear it open collar with sport jacket,0
Great colour and fit,1
These shirts are very good and fit well,1
It is pretty sad that there are so few manufacturers who sell their shirts the old way: by neck size and sleeve length,2
Unfortunately we are not a S/M/L/XL society,0
Great purchase,1
"I'm 6'0, 195 and this shirt fits great even at 180",0
I've bought them for years at the outlet mall,0
when this particular size and color is in,0
They're a no brainer and I wear them to work,0
Looks great on my son,1
"Nice shirt, fit well",1
great,1
A little loose but after a few washes it should be just fine,1
GOOD,1
This appears to be a well made shirt but it is certainly not no-iron,2
Even taking it out of the dryer it is not wearable without ironing,2
I will send it to the commercial laundry from now on,2
I normally wear a 15 1/2 33-34 but of course they didnt have this size when I ordered,0
"So, I took a chance and ordered a 16 33-34 and it fit like a 15 1/2  Van Heusen is hit and miss that way sometimes",0
"Overall, its a decent shirt",1
Great looking Oxford Cloth dress shirt,1
like I used to wear 50+ years ago,0
Great fit and dignified simplicity for any well dressed man,1
Tall men need the extra arm length and this shirt provides,1
Sorry that this shirt is 65% polyester - 35% cotton,0
It is a hot shirt in the summer,0
The sleeves seems to be a bit long but not enough to request alteration or return,0
Shirt looks exactly like the picture and fits well,1
We have not had problems with wrinkles after several washings and the shirt is as vibrant as the day we bought it,1
"I am 6'1"", 255lbs",0
I re-ordered 16-16,0
"5, 36/37 and they fit great",0
I find that IZOD generally fits comfortably for bigger guys,0
like myself,0
I have not washed or had the shirt pressed yet,0
But so far so good,1
I washed this shirt for the first time and it was not wrinkle free,0
Another shirt from Van Heusen labeled easy care that I bought awhile ago came out of the dryer wrinkle free so my washing protocol was fine,2
Am very disappointed that this shirt does not hang up wrinkly free,2
Shirt looks good and at a better price then in stores,1
Very good,1
Stitching on one of the sleeves was irregular with lots of threads hanging out,2
Otherwise a great shirt,1
I always like to wear this kind of model  shirt,0
I feel very confortable and good looking when I used it,1
"This shirt is too large, I bought the smallest size and it looks like a XL",2
Too small and too tight based on other Van Heusen men's dress shirts that I have bought,2
great shirt fit right wrinkle free tough durable shirt would buy it again,1
Always depend on a perfect fit with Van Heusen,1
Great shirt,1
Returned,2
Nice shirt,1
As advertised,1
Would buy again,1
Bought as gift,0
Good quality,1
Shirt as advertised,0
good quality,1
Very nice shirt and good fit,1
Sleeves too short,2
Good product,1
Bien,0
Yuck,0
Good,1
The shirt is too large for me and I give it to my father,2
And it fits,1
I purchased 2 Van Husen striped shirts from a department store and like most consumers reported,0
"After the first wash, the thread on the chest line began to come lose",2
"Now, it looks like the shirted has the stressed look",2
Not a Good look in Executive meetings,2
"My other shirt threads came out on the size, and the material simply tore",2
"Over owned 100s of Van Husen shirts, some wear out at the elbow, over had that a lot, but that's after 2 yrs and few washes",2
"The colors do not bleed, but the material gets very weak of regular office environment wear",2
I think Van Husen is officially off my purchase list,2
I ordered 3 of these shirts as they were on sale,0
Unfortunately I made the mistake of not washing just one to see what it looked like,2
They all look wrinkled no matter how you wash and dry them,2
Even my wife who is not that picky says they always look wrinkled,2
I'm not making a comparison with shirts taken to the cleaners but other shirts that are on the market,0
My advice is to buy a shirt from LL Bean and then one of these,2
I can guarantee that you will want to send this one back,2
"Sure the ones from bean are more expensive but they are much better quality, will last twice as long and yes are  actually wrinkle free",0
"If you want a shirt to leave untucked with jeans on casual day at work, yes you can get away with one of these",0
I gave them 2 stars because I've seen worse,2
"Very happy with the quality and shape of this shirt, but fit is a little tighter then normal, so I exchanged for 1/2 size",1
larger neck,2
"This is a nice shirt, pretty much just what I was looking for",1
My only suggestion is they be a little more precise on sleeve lengths,2
"An inch makes a difference so I would prefer a 34"" sleeve over a 35"" sleeve and over a 34/35"" sleeve",2
I like the shirt,1
"It fits perfectly, it's well tailored and made",1
It does not come out of the dryer wrinkle free but I've order a garment steamer to hopefully take the wrinkles out,2
"Other than that, I like it very much",1
"I bought it for my husband, and he loved it",1
This shirt is excellent as I expected,1
"The fit was just right, the material and price were excellent and I am completely satisfied",1
I'd like more of this in different colors,1
Sleeves too short,2
"Decent material, not great",0
When I washed the shirt the cuffs on the shirt fell apart,2
Bough this for my fiance,0
"He liked it very much in fit, feel, and color",1
Both cuffs in the shirt came apart with the first washing,0
The quality is horrible,2
Great quality just a little loose for my style,1
Slim fit would be perfect,1
Shirt sleeves are different lengths,2
I gave this to my father in law as a gift for Christmas and he just opened it,0
Apparently too late to return it deadline was 01/31 and it is now 02/04 - so now he is stuck with a useless shirt,2
very disappointing,2
"I haven't worn these business shirts much, so here's the main point: after being tailor measured, Van Heusen fit better than a competitor",2
"But at the time of purchase, there was a limited selection of colors and patterns by Van Heusen on Amazon",0
for this exact shirt style,0
Which is how I found a problem with fit from a competitor shirt maker,0
"I bought this shirt recently after receiving 2 other shirts in different colors for Christmas, to replace 3 other long sleeve shirts that are past their prime which I gave away to be used as art smocks",0
Very happy with the shirt I purchased plus,1
the two that were Christmas gifts,0
Quality shirt that had a comfortable feel and eye appealing look,1
Loved the color selection and felt the measurement guidance was helpful,1
The size I selected perfectly fit my build,1
I wear a 16,0
"5 36/37 and the shirt was a perfect fit, nice quality",1
Will buy additional colors,1
I husband loved this shirt,1
"It fit as expected, and at a good price",1
"Excellent material, good looking - and truly wrinkle-free",1
"Great, great value",1
Great shirt,1
like it a lot,1
"Great material, worth the price",1
Nice shirt,1
Me agrado fino,0
"Ok, so I'm short and stocky",2
let's get that out the way,2
These 18 1/2 x 32 shirts really fit me well,1
Love the way they feel and I wish they had all colors in stock so I could buy them all in my size,1
Comfortable fit and reasonable delivery,1
"This product looks fine and fits fine, althought the material is very thin",0
"However, after a few drycleanings",0
four or five wearings?,0
", the cuff completely opened up at the end",2
I can't see any signs of threads in there and it looks like a lot of the seams are just glued,2
"Oh well, the price was right",1
If my $200 shirts last 4 years maybe it's right that a $25 shirt lasts 4 months,0
I like this shirt,1
It has sleeves that are long enough for me,2
I wanted something in red because I already had enough blue shirts,0
It was exactly what I wanted,1
"It seems well-made, and should last a few years",1
I can now throw out or donate some other shirts that do not fit well or are worn out,2
"I got this shirt rolled up in a bag without any tags, pins etc",0
"Somebody else returned it, obviously someone smarter than I am I am not a big guy but I have a long torso and arms and all I want is shirts that fit",0
Doesn't sound that difficult but apparently it's impossible I ordered 5 shirts and one fit properly and it wasn't a Van Heusen so guess where I'm buying my next five shirts,0
This is a great looking shirt &amp,1
the size was dead on,0
I wash it with other whites &amp,0
when done hang it on a plastic hanger to almost air dry,0
I then put it in the dryer with a dryer sheet on medium setting for about 10 minutes &amp,0
it comes out dry &amp,0
without wrinkles,0
This shirt fits well is and is as expected as far as quality from Van Heusen,1
I have had many Van Heusen shirts over the years and this one was the same as all others,0
"good quality, good fit ans the sleeves are the length they say they are",1
I will definitely be buying other shirts like this on Amazon,2
"A partir de cierta talla deber√≠a ser obvio que no soy delgado, nunca dijeron que fuera corte Slim",0
"Muy mal, no la regres√© porque prefiero regalarla que seguir perdiendo el tiempo",0
I purchased this shirt and as I always do I wash it before use,0
When I went iron it I noticed a cut in the breast pocket that can?ôt be repaired,2
This was a defect in the shirt not caused by the washer,2
I would return for credit but the policy says in new condition,2
I have ordered many Van Heusen shirts in the past and no issue,0
"The shirt is very good as far as quality is concerned, I love the color",1
"As far as the size is concerned, I noticed that at the reverse of the wrapping plastic bag, there are three more additional sizes: Regular, Slim and Fitted",0
I do not understand why these additional sizes are not included in the on line description,2
"I could have had the option to decide what size would have been more addecuate to me, of course the regular fit is not the proper one",0
"La grande vari√©t√© de ce mod√®le, sa disponibilit√© en format pour moi, grandeur  cou et manches",0
et qualit√© du produit non disponible en r√©gion,0
"Llevo 15 a√±os usando Van Heusen, los cortes y calidad siempre siguen standards",0
Excelentes productos para uso diario en la oficina,1
Garbage,2
I have the grey stripe one and it was fine,1
Second brown stripe one and I have to send it back after one wash,2
"Sa disponibilit√© en format pour moi, grandeur  cou et manches",0
et qualit√© du produit non disponible en r√©gion,0
"Arms are a tad long though, everything else is about the same as any other Van Heusen shirt",0
"Excelente producto en su nivel, impecables acabados y tela de muy buena calidad",1
Muy recomendable,1
La entrega como siempre antes de lo prometido,0
This shirts fits comfortably and the price was right,1
"Perfect fit, not many long sleeve button shirts fit this nicely",1
Very good quality for the price,1
"Muy tersa y suave la tela, buena calidad, muy buen producto",0
En cuanto a la talla ya ten√≠a otros productos de la marca y las medidas se mantienen uniformes,0
Quality is absolutely garbage,2
Wore the shirt and washed it four times and the cuffs are falling apart,2
Even when I received it brand new I looked at the quality and knew it wouldn't last long,2
Waste of money,2
Very good value,1
Highly recommended,1
Great shirt - feels good - appears to be great quality - Fits well,1
Fits well and the light pinstripe looks good,1
Nice for casual or dress,1
Gran calidad a buen precio,0
He usado esta marca por a√±os,0
Siempre satisfecho,1
Bueno,0
Seemed like okay quality at first,0
"However, within 6 weeks of purchasing this product, the seams have started to unravel",2
Would not recommend,2
High-quality product,1
I am very satisfied,1
"I'm 5'7"" 205 lbs",0
fits perfectly,2
The shirt fits well,2
I like the stripes,2
It was delivered quickly,2
Buena calidad,0
Excelente Calidad,2
Se ajusto a mis necesidades de acuerdo a lo esperado,0
todo muy bien gracias,0
Good value for a casual dress shirt,1
"Comfortable, never goes out of style",1
Will buy again,1
No fits good and good material,2
Loved the shirt and theprice,1
Comfortable fit,1
Good quality for the price,1
Thought it would be less wrinkled when it came out of dryer,2
labelled ad xxl but is actually xxxl,2
Weird fit,2
Can't fit around my neck but the shirt is enormous on me,2
"Me gusto mucho la camisa, igual a la mostrada, buena calidad en materiales y mejor precio",0
Good shirt,1
Good fit,1
Very affordable,1
Its opened,1
unfolded and looks alike used shirt,2
very disappointed,2
Fits great nice color,1
"Website stated ""No Iron"" , but this is not the case",2
"After washing according to instructions, ironing was necessary",2
Nice shirt,1
Nice shirt,1
"lo √∫nico, no encontr√© el largo de manga, ya lo arregl√©",0
Buen fit,0
perfecto,1
Muy bonita y de buena calidad,0
Tr√®s satisfait,0
Merci,0
The shirts material is inferior for the money paid,2
Todo bien,0
good,1
I liked it,1
Value,1
Fit perfect,1
