sentence,sentiment
The only suggestion I could make to Van Heusen would be to add stitching down the strip where the buttonholes are so the material doesn't fold underneath the buttonholes when they're washed,0
Quality isn't necessarily bad for price however,0
"Shirt had broken button and no spares attached to shirt, otherwise fit and look fine",0
Has a pocket and no collar buttons,0
I have to wear white button ups for my job,0
Good quality fabric and buttons,0
First time I wear a black button shirt,0
One was missing buttons,0
"a generic, white, button up shirt to wear with colorful ties and blazers",0
The first time I wore it I had to take out a pair of scissors and cut many loose threads around the sleeves and buttons,0
"The buttons also seem to be loosely attached to the shirt, time will tell if these fall off from normal use or not",0
These shirts fit perfectly and have two button sleeves he prefers,0
"Comfortable with top button secured, looks",0
"lots of loose threads, around buttons and wrist",0
"5 star product if one more button is added to the bottom, the last button at the bottom is a little high which makes it weird to tuck in sometimes",0
The collar was sharp and buttoned up nicely,0
Button on the sleeves was sown on backwards,0
Was missing a button on the sleeve,2
One of the buttons popped off when I tried to wear the shirt for the first time,2
last a while,0
Van Heusen are my go to for button ups,1
Buttons fell off and seams ripped,2
"* the buttons would likely be nicer if color-matched instead of ""off-white""",2
"I can actually close the neck button with a tie, fits properly at shoulders and tapers nicely at waist",1
I end up un buttoning them and rolling the sleeves up,0
Second button from top too low makes neck opening too large too low when only neck button is undone,2
Chest size was good however,1
Really like the color options and the buttons are a slightly unusual pattern that helps it stick out,1
Both types come with extra buttons that match,0
I'll wear it with an undershirt since doing up the buttons means my lower back looks all puffy,0
"which is good, some long sleeve button-ups are thick and make me sweat easily",1
It is a bit thicker than your typical button up which is nice and is a true medium,1
I recheck it but,0
I have a bit of a beer belly so if I bought the medium I probably would be testing the tensile strength of the button thread and looking ridiculous,0
I couldn't even button it past the 3rd button,2
"If you are a slimmer guy like myself, this is not a business-casual button-up",2
Wore the shirt one time and two buttons broke from normal unbuttoning and buttoning of the shirt,2
Bottom button broke off when putting the shirt on the middle button broke off when taking it off,2
If it weren?셳 for the cheap buttoning the shirt would be amazing,2
It seems as if it was just thrown together on a sewing machine and strands of fabric are noticeable along the stitching and button inserts,2
Super cute button up,1
"Ordered a 4X and when I tried it on still had 6"" before it would button",0
A button was missing from the sleeve of the shirt when it arrived and was found loose in the bag,2
"Buttons are awesome, and the pocket is not real",1
3X and cant even button it,2
It not tight or super loose like some button shirts can be,0
And all the buttons fell off on the first wash,2
I ordered a size larger than we actually needed and the button down shirt came about 3 sizes smaller,2
plus the shirt button quality is very poor,2
Side note- VERY cute buttons,1
The Buttons  Watsons are low Quality,2
"Also vendor must be meaning ""child"" size as I bought a XL and I could barely fit my arms in the sleeves let alone button up the shirt",2
"The first time I washed it, a button came off",2
"Thankfully, I found the button in the wash tank",0
I like that the buttons are plastic and not metal - plastic will not scratch the back of my guitar,1
"I wear a 2x just to be sure there not be a problem i ordered a 3 x ,which cannot be buttoned up",2
Second to top button in the picture is not in the same position on actual shirt causing me to look either have open like Fabio or buttoned up and I should be wearing a tie,0
Cuffs don't have an inside button to make it easy to button the cuffs up,2
After wearing I rip at least 2 stitches attempting to unbutton the shirt,2
Buttons are spaced too far apart,2
the buttons are cool and wood-like,1
I suspect the machine that folded the shirt shaved some of the buttons in half,0
"""Wrinkle free"" is a joke",0
see picture,0
"That is the shirt fresh out of a still tumbling, hot dryer, immediately put on a hanger",0
There's also threads coming loose all over the place,2
again: pictures,0
"There's one more thing, and I'm seeing it more and more in shirts, and it bugs me: they have those plastic collar-stays that are a PART OF THE SHIRT",0
"This means that they will eventually become old and deformed, and that's how your collar is going to look for the rest of the shirt's life",2
There's no way to get them out without cutting them out,2
"If you need an absolutely mediocre shirt, this is the shirt for you",1
This shirt had been worn and washed,0
It had no tags and a dryer sheet in it still,2
How can you ship an item without any tags? How can you ship a dress shirt balled up and stuffed in a small bag? This really is unbelievable,2
"So, I have a long and tedious history trying to find a simple white dress shirt that ""fits me""",1
"Being overweight as I am the real solution is to put down the donuts and drop down to a healthy size, until then I need a shirt that can ""cover"" me",0
This shirt was close as I said,0
regardless of the cardboard/burlap collar,0
"I work in an office that requires me to wear a long sleeved collared shirt,in a place with warm weather",0
"I don't dress to impress, I just want a basic fuss-free shirt, and this one is perfect, especially if you don't want to wear white every day",0
The fabric is fairly thin,0
poplin,0
"and not very soft, so I don't wear it directly on the skin, I always wear a cotton crew t-shirt underneath",2
"The fabric does feel better though, than what you would expect from only 35% cotton",0
"The fit is relaxed and comfortable, definitely not tight or fitted - Van Heusen do make a fitted version of this shirt as well",1
If you are looking for a slim fit - this will probably be a little large,0
"Machine washed this many times with no issue, easy to iron as expected from a poplin shirt",1
Another reason to like Van Heusen is that they make a 15,0
"5"" neck with 36""-37"" sleeves - a combination that is not available from many shirt makers - I'm 6'3"" and under 200 pounds so I need a fitted shirt with long enough sleeves",0
At under $20 this is great value,1
At $12-$13 it's an absolute steal,0
This shirt is made in Honduras,0
Definitely doesn't compare to a heavier broadcloth or oxford cloth,0
"I think this is important on a dress shirt, since it provides a cleaner look when starched and adds strength",1
"And adds cost, of course",1
Next we'll see how it launders,0
"Anyway, I'd recommend a shirt with a placket for the best looks and long lasting strength, especially if commercially laundered",1
An outstanding value considering the costs of men's dress shirts these days,1
It is a genuine VH and fits accordingly,1
The size chart is accurate to the shirt sizes so feel confident the fit will be good if you buy according to the size chart,0
It is truly wrinkle-resistant out of the dryer,1
Just dry it on a cool cycle and shake it and hang it,0
After an hour on the hanger you can wear the shirt as if it were commercially laundered,0
The collar and cuffs hold their shape,1
My guess is you won't find a genuine VH shirt at this price in a brick &amp,0
mortar store or even at other online stores,0
I am so pleased with the quality and fit of this white dress shirt,1
that I plan to buy more from this vendor,0
My husband wore this shirt with his suit to walk our daughter done the aisle,0
No need to pay a lot to get a nice basic white shirt,2
Nice looking shirt that says WRINKLE FREE,1
It is NOT,0
Not even close,0
I tried steaming it  Didn't work,0
So washed it on quick cycle and dried,0
Very wrinkled,2
Put in dryer on touch up,0
Still wrinkled,2
Ironed it  with steam iron took forever to get the wrinkles out,0
Finally got it to look ok for the wedding my husband is in,0
That is the only negative,2
That's why 3 star,0
Too bad cuz it is a nice shirt,0
I have to say,0
"for the price, it was a good purchase",1
I bought it solely for the purpose of wearing to a wedding with my first ever suit,0
"I cheated and tried the shirt on at a JC Penny before buying it on Amazon, because this is the first dress shirt I?셶e worn in two decades",0
I?셫 happy with my purchase,1
"As stated in other reviews, the fabric is thin, which is appropriate for the warm climate that I live in",0
I am going to wear an undershirt anyhow,0
to absorb sweat if necessary,0
", so the thinness of the fabric isn't an issue",0
It should be good enough for a not so formal professional environment,0
"I you are expected to occasionally roll up your sleeves and do some messy physical work, having an inexpensive shirt like this on is nice, so you don't worry about messing up a really expensive piece of clothing",0
"I needed a full cut, wrinkle-free shirt that was not too expensive",0
These fit the bill,0
I have ordered them repeatedly,1
They definitely need it after even one wearing,2
"I have found that dryer sheets leave marks on them, so I can't use the sheets when I dry them",2
These are not expensive shirts,0
"For example, they stain easily",1
I noticed that the neck size for my most recent order seems a bit larger than prior orders,2
Feels like cheap plastic,2
"And this is the #1 best seller? And who is it that says what is popular is good? Wrong, its more like poopular",1
"The color as black is very good,",1
"Size was overall good, maybe a touch short for some, as myself",1
If you want to feel cheap plastic and you like to sweat and get hot,2
maybe this is the shirt for you,1
"I got multiple choice questions when selecting to write a review,  to rate the features",0
"On another Amazon shirt, it asked how the length was, if below belt, or more",0
"On this they as neck, waist, chest, and overall",0
"They left the length out, AND it happens to be the part that I think is a bit short",0
"I like wearing my dress shirt untucked, out, sometimes, and this length is a bit short for that look",2
"This shirt came with 5 or 6 pins I HATE needing to remove, AND it was wrinkled fold, and it felt like cheap plastic",2
It says wrinkle free,0
NOPE,0
You get the wrinkles that will have a hard time coming out,2
RETURNING,2
THIS is a #1 best seller? I feel sorry for people who encourage trash with hard earned money,2
Sheep masses is identified for a reason,0
I should have read the information better,0
I thought it was going to be 65/35% cotton/polyester,0
It was the reverse,0
My shirts have always been 100% cotton so I'm not crazy about this,0
I chose these because of the quality brand and that it has become almost impossible to find a point collar,0
nice that you get the option of point or spread,1
I ordered a half-size larger and am glad I did,1
"Hopefully, all that artificial fabric won't shrink up like the cotton",0
I ordered two white shirts and one in Leaf Green,0
The green shirt arrived a couple of days ahead of the white and was literally wadded up and stuffed in a plastic bag,2
I hope I can iron out all the deep wrinkles,2
"The white ones came later, nicely folded and packaged",0
Maybe two different sellers?  X-posting on the green shirt review,0
Eight months later:,0
The shirts survive the laundry well and the collar still holds it shape and the neck shrunk less in size than 100% cotton would,1
Feels good and wears well,1
The point collar makes all the difference to me,1
So I decided to re-order a couple more,1
This $20 shirt I bought 8 months ago is now $35,0
WTH?  Pass,0
I used to buy Van Heusen dress shirts like this one,0
"Then my wife had me try Stafford shirts, and I was impressed",1
I only need 2 or 3 at the most because I only wear them for church and special occasions when I need to wear a suit,0
"As the last shirts began to wear, I saw an ad on Amazon for this shirt and so decided to try one again",0
I'm very disappointed,2
"First, the thread count, or thread quality, is very low",2
"The shirt is much thinner than the Stafford shirts, even though those are now old and worn",2
Also I only buy 65% polyester because they are so much easier to keep free of wrinkles,0
This Van Heusen dress shirt is pathetic,0
It's always wrinkled,2
That's not true of the Stafford shirts,2
I guess I need to pay a few more bucks for Stafford and totally give up on Van Heusen,2
"The quote I heard years ago is true: ""The bitterness of poor quality lasts long after the sweetness of low price is forgotten",2
Shirt was advertised as wrinkle resistant,0
I washed it once in cold water on the gentle cycle and the collar is ruined,2
Permanently wrinkled?봊 can?셳 even iron it out,2
The material feels very cheap and thin,2
"The fit in the armpit is too snug, it limits range of motion",2
"The fit through the waist is also poor and the fabric is cut in a way that either looks stretched, or crumpled depending on my posture",2
There is no position where it looks good or well fitted,2
He was lucky to find two shirts that fit the need,1
"I searched on Amazon and found a shirt that was the same size, color, and wrinkle free, etc",0
These Van Heusen shirts wash and dry perfectly-no touch up needed,1
"Also, hard to describe this",2
No,0
"Purchased a size 17 based on the size chart for the shirt which stated a 17 would have a 53"" chest and a 51"" waist",0
Should have been plenty roomy,0
"Instead the 17 fit like a fitted shirt with a 44"" chest and a 42"" waist",0
WAY TOO SMALL,2
Totally disappointed in the accuracy of the description,2
I have been having difficulties with the consistency in sizes from shirts ordered online,2
I really needed some good dress shirts so I found one of my old Van Heusen shirts and reordered a few,1
This is a green shirt which is also hard to find in local stores,0
I was pleasantly surprised,1
Other than the 'Regular' fit being large in the waist area the shirt fits nice and I got compliments on it right away,0
Very happy with it,1
I read reviews that said there was no Placket,2
That's not true,0
At least with mine,0
I recommend it,1
Edited on Jan 28th 2020:,0
"I ordered another one of these, again the size fits perfectly and the color is great",1
The only inconsistency is the material,2
The material was very stiff,0
Not soft at all,2
After washing it was better,0
I may run it through a few times the next time,2
Still recommend them,1
As someone with a gut,0
Typical American dad bod,0
"Unfortunately, I have to bear the burden of the shirt for a wedding tomorrow as this was a last minute order",2
Buyer beware,0
16-32/33,0
"is apparently meant for people who are 5'5""-5'6""",0
Loved that this shirt came in so many neck sizes and sleeve lengths,1
It is very well made,1
The tie is from JEMYGINS Christmas Ties for Men ordered from Amazon as well and just as wonderful,0
See review,0
Shipment is extremely fast from Amazon,1
Really appreciate that,1
like a grayish black,0
since I compared it with Amazon Essentials black dress shirt,0
Not stretchable and quite tight in some areas especially if you are big and tall,0
It shrunked after 1 wash,2
Lesson learned,2
I will stick to Amazon Essentials dress shirt which is a little bit stretchable and true to size,0
"After I had worn the dress shirt for the first time, my wife elected to do something we don't usually do with my dress shirts",2
She washed and dried it in a washer/dryer because we were on the road and couldn't use our regular dry cleaners,2
"After a dryer cycle, one dryer cycle, the shirt began to fray",0
"It reminded me of when I used to buy shirts at places like K-Mart--only when I compared the wear and tear of those cheap shirts versus PVH shirts, the latter used to win",2
"Now, my wife doesn't want me to buy anything other than Brooks Brothers dress shirts",1
I have become fed up with shirts that fit too tight,2
I want to look good and be comfortable,1
The market is flooded with slim and tailored fit shirts and regular sized fellas like me have a hard time finding 'normal' shirts,2
These shirts are exactly what I like:,0
"Comfortable fit with ample room in shoulders, arm, and chest without looking baggy",1
They stay tucked in,0
Collar tabs stitched in so they don't fall out,0
Easy to wash and come out generally wrinkle free,1
Easy to iron,1
Affordable,1
I have purchased approximately ten of these shirts in different colors and I am pleased with each and every one of them,1
I purchased this shirt because I am a tall woman,0
190cm,0
and can never find women's shirts that are long enough,0
"I ordered the 36"" length",0
", the body of the shirt is not any longer than a regular",0
not tall,0
shirt,0
"I have bought tall shirts in the past and they have a corresponding increase in the length of the torso/body, this one just seems strange that it doesn't have that, otherwise it is a nice shirt",0
I bought three of these to put into my dress shirt rotation and the amount of loose string is not to be believed,2
"I took all 3 out of the bags, washed them once on a gentle cycle and then ironed",0
and not the kind of loose ends that just pull out because it's extra thread run off from the sowing machine,2
These are just low quality loose ends that are actually needed to hold the fabric together and in place,2
I feel like it would take a miracle for these to last even a few more wash cycles before completely falling apart at the seams,2
These would be good for a food serving job if you just needed shirts to last a few months and don't care if they got stained,0
"NOT Wrinkle Free, NOT fabric",2
"It comes out in a wrinkled mess from the packaging, you need to steam iron it, fluffing it in the dryer does virtually nothing and the fabric is this weird plastic material that feels like it's 3/4 the material a pool raft is made out of and is very uncomfortable",2
"If you're looking for something that dries quickly and you're walking through the rainforest I would expect it to be awesome, I work in a business office and if I wore this people would make fun of me",0
"If you're looking for a professional-looking wrinkle-free business shirt this is not it, there are far better options out there",0
I I was surprised I usually have a lot of respect for this brand,1
i ordered two of these shirts for my son,0
"I had to google how to find the measurements, and it was from a different manufacturer so I don't know if Van Hausen uses the same rules",0
"I measured my son's neck at 17 inches and the website said to add half an inch, so I did",0
"His back to wrist measure is 34""",0
"Therefore, I ordered 2 17",0
"5"" x 34-35"" shirt",0
This is part of the problem with buying over the internet,2
not being able to try things on,0
"Perhaps this is just a problem with having long arms because he's 5'10"" and 175#",2
I thought Van Heusen meant quality,1
probably entirely because of all the Van Heusen marketing materials I saw when I was a younger and more gullible person,1
"Either that or, as with so much else, Van Heusen *used* to mean quality and now just means",0
nothing of any importance,0
"Life's too short, and I'm too old and too well-paid, to wear cheap, stiff, rough-textured shirts",0
"I think the fit's alright, though I haven't worn one of these long enough to really pay attention to that",1
I feel that fabric against my skin and all I think of is getting the shirt off me as quickly as possible,2
And all -- except for one cardboard backer -- is headed for the landfill,2
I have spent less time unassembling the plumbing under a sink,0
I ordered 4 shirts of this brand in different colors with a size 18 neck,2
This is my husband's neck size,0
We typically have to order by the neck size and have the body tailored because he has broad shoulders and a muscular frame,0
They were all labeled 18,0
I measured it and it was 17,0
We did not open the other 3 shirts and returned all,2
I know you are thinking as I did:  did he put on weight?  He did a little,0
Other brand shirts with an 18 neck fit just fine and I did measure his neck with a tape measure,0
This shirt does have a nice price point and the construction seemed solid,1
I do recommend you order up in neck size though,1
"When I put the white shirt into my shopping cart, I changed my order from one to two",0
At Christmas my husband tried on one of the shirts &amp,0
"it fit him perfectly, so he opened both of them thinking they'd be the same WRONG",1
When he grabbed the 2nd shirt to wear the sleeves were too short,0
We thought that's strange &amp,2
"wondered if we were just mistaken when he tried the first one on, so we lined up the shoulders of both shirts &amp",0
sure enough one sleeve was 2 inches shorter than the other shirt,0
"I'd buy with care, good luck",1
"For the price, this is best ever",1
Bought the black ones and husband loves it,1
Fabric is suitable for the Midwestern climate,1
So,0
be realistic guys,0
100% wrinkle free cost 4 times more and you already earn more than you pay already,1
"After a test drive and a few washes, husband asked me to order 2 more right away",1
This is an exceedingly lousy shirt,0
We have purchased Van Heusen in the store before,0
similar price,0
I was hoping this would be the same shirt,0
It's a piece of junk,2
"It's about the same quality as the little boy shirts you get in a Christmas/Easter set at Walmart, if not worse",0
I've ordered about 8 of these shirts over the last year,0
Honestly it's hit or miss,0
The manufacturer seems to have serious QA issues,0
One shirt had a black thread in between the back layers,0
which showed through the white main material,0
",  another had a greasy black smudge on the back, a third inexplicably had sleeves that were two inches shorter than all the others of the same sleeve length",0
despite what the size tag said,0
", and a forth had a an unever collar that was stitched all wrong",0
"Oh yeah, they are not very wrinkle free either",2
"This fit great and exactly as expected, only thing is- I bought this because it was the perfect shade of red for family photos we would be doing in just two dayswhen it arrived the day before photos it was plad which I couldn't tell by the picture or the color name which was a little frustrating",1
"Because this can be deceving if you have other expectations, I gave the shirt only 4 stars",0
Pictures worked out in the end in case your wondering,0
I am a full bodied man  so I find the loose fit of this shirt perfect for a larger person,2
If I were a slim person I probably would opt for a fitted or classic type shirt,0
I also live in the South were hot weather is a norm so I find the thin material appropriate for this area,1
and when I look at the price of other shirts in my local stores I find this shirt a good bargain,0
"Those who want a shirt with thicker material or better fit should investigate what the terms ""regular fit"", ""Fitted"" or ""classic",0
""" means before a purchase is made",0
and as for price we all know you pay for what you get,0
Don't expect a 20 dollar shirt to be of the same quality of a 40 dollar shirt,2
Ordered too large to fit neck and check area as recommended by measurements,2
Ended up with like a xxl,2
Rating does not represent the quality at all,0
"For me, dress shirts are hard find the right fit unless tried on",2
"Good quality shirt, just didn't fit",0
Had to return,2
I bought this for my fiance to wear to our tiny wedding and it's perfect,1
"He is 6' 9"" and weighs around 230 lbs",0
He generally buys size XL shirts for the length even though a large would probably fit him better around the waist,0
The 17,0
"5"" neck, 36""-37""",0
XL,0
was the perfect size,1
The sleeve length and shirt length were great without it looking too big on him,0
"For Christmas, I decided to replace my husband's work wardrobe",0
He's the type that will wear something until it literally falls apart haha,0
"I decided to order one of the 3 pack dress shirts, and I know that Van Heusen is a good brand",0
"He usually wears a medium/large depending on the brand, for shirts",0
I ordered the size 15,0
"5"" 34-35, and it fits him perfectly",1
"The shirts are very soft, and he says that they're not too hot, very breathable",1
We're both happy with this purchase,1
I picked up 3 of these shirts,0
"2 in blue and one in white, and at $17/each they are a steal",0
"If you wear your pants a little lower and have a larger torso, these might come out of the pants for you",0
I recommend these shirts if they are $20 or less,1
"They do the job, are comfortable, and fit nicely",1
Only time will tell me how well they wear,1
I have 3 of these shirts,0
father's day gifts,0
in different colors and I bought this Ocean Mist color because it looked nice,0
"I think all dress shirts should have that reinforcement strip, it's just makes for better quality and a nicer look",2
Just feels better to me,0
Thank you very much,0
"I am 6'0"" and about 155-160 Ibs my size is 15",0
5 in for neck and 32-33 size,0
I took a shot at getting a regular fit when I usually wear slim,0
There is so much fabric that it looks a little big,2
It looks more like a large than a regular,2
It's really just a fabric issue because the length is fine and the neck fits perfect,0
It would be a 4 stars if the shirt wasn't so big and loose,2
I used to buy these all the time in various colors,1
The quality of the material went down quite a bit,2
The collar becomes extremely wrinkled after one wash,2
"You cannot iron out the collar with water and steam, it still remains wrinkled and I suspect that's due to low quality of the material used and or the way the collar was stitched together",2
"I bought 10 of these shirts, 4 out of 10 had these issues",2
The other 6 I didn't open and decided to return,2
"I bought a large for my husband and he is 6'3"" and weighs 180 so he is thinner than the last time I bought a dress shirt",0
The neck was too big and,2
large neck,2
The collar was perfect for that bigger knot,1
I love Van Heusen shirts,1
That is all my husband wants to wear,1
The fabric was smooth,1
and ironed up beautifully,1
"For the price, you can't beat it- just make sure you are ordering the right size",1
I didn't check and that is my fault,1
Kind of a hurry up purchase for me,1
"The shirt was too big around my chest, arms and waist",2
Neck was spot on,2
The next smaller-size down was to to short on the sleeves,2
Recommend getting fitted by the professionals if you want an ideal fit,1
"Van Heusen, along with Geoffrey Beane, forms the basis for my workweek wardrobe",0
"I appreciate that these shirts have a chest pocket, something that other manufacturers have discarded, as well as the fit",1
The collar points hold up well after repeated launderings,2
The non-iron feature of these shirts mean they are very easy to care for,1
I currently have several Van Heusens and Dave Taylors bough several years ago and at a much more reasonable cost,0
So I bought this plain one,0
plain ones show wrinkles a lot more than patterned and textured ones,0
It wasn't available in the lighter blue I need,0
a color which also seems to be unavailable,0
I bought it in a larger size than usual due to recent Asian made purchases coming in too short and too tight,0
"So,, no fault to the mfgr",0
or the vendor or Amazon,0
It is what it is,0
It's wearable although not nearly as attractive as the previous shirts,0
Apparently the makers of this shirt think a 32/33 sleeve length actually means 35/36,0
"I?셶e never seen such long sleeves, it was comical",0
"The whole shirt was huge, and my son is not scrawny",0
This is the exact size dress shirt he has worn before from other manufacturers that fit him perfectly,0
I think that shirt would fit his much older/taller brother,0
Definitely returning it and going with another shirt maker since the sizing is WAY off,2
Too bad because the shirt actually feels like it?셲 nice material and is made well,2
I looked forward to ordering this Van Heusen dress shirt as I own one from long ago and I like it a lot,1
I ordered 16,0
I put this down as poor quality control,2
"Also I found that the material is itchy, different from the original shirt",2
Very disappointed as I had thought Van Heusen shirts had solved my problem,2
Not so,0
I used to buy my husband Van Heusen shirts for their fit and ease of care,0
It was lint from the dryer,2
I should not have to pick lint out of a brand new shirt,0
"I found it is poorly made, as well",2
This shirt was completely off on sizing,2
"It was suppose to be ""Regular Fit"" described in the listing as: Regular fit dress shirts have fuller sleeves, relaxed arm holes, and a generous cut through the chest and waist",0
This fit is similar to a classic or full cut fit,0
Either it was a mislabeled tailored or fitted shirt or the consistency in manufacturing is horrible,2
It was so tight across my back it would have split wide open if I stretched my arms out or bent over,2
The neck and sleeves were fine though,0
Had just received a pinpoint oxford a few weeks ago in the same size and it fit perfect,0
What's the deal here?  A sizing issue has now occurred on 2 of the last 3 Van Heusen shirts ordered,0
I'll be returning this one - what a pain in the you know what,2
It really should be zero stars,2
Really comfortable,1
The fit is perfect and not nearly as baggy as other shirts I?셶e tried,1
I?셫 a pretty big guy and far from athletic,0
Finding a decent shirt is not that easy,2
The only drawback is that the collar stays are sewn in,2
I always bought van huessan and am pleased with these,1
Would purchase again,1
"Not only is this not wrinkle free as advertised, it is easily the most wrinkly shirt I own",2
It's a pain to iron and is wrinkled again 5 minutes after putting on,2
Otherwise a nice looking shirt though and feels comfortable,1
"Nice looking classic collar, not those weird cutaway collars like so many shirts have now",1
"It is baggy, so if you need the extra room it is good",2
If you don't need the extra room go with a slim fit,0
I needed a white dress shirt for Thanksgiving,0
One that the price was reasonable because I always get cranberry sauce on my Thanksgiving shirts,1
"Anyway, I made it through thanksgiving, then my super hot cousin kissed me all over my face when my Wife was in the other room",0
So I got hot pink lipstick all over my shirt,0
"Next thing I know, my Wife and my cousin were smoochin",0
"Anyway, it was a great thanksgiving",0
This is a good shirt if you are looking for an affordable deal,1
"If you want a fancier or higher quality look, it would be worth it to go for a more expensive brand",0
"for my purposes because I'm on a budget, this was a good shirt",0
Add one start to the review if cost is your number one factor,2
This shirt fit me great,1
"It may not be as opaque as some like, so a t-shirt may need to be worn underneath",0
I will be purchasing more of these,1
VERY DISAPPOINTED IN THE SHIRTS,2
I TAKE A 2XL SHIRT AND I COULDN'T EVEN GET THEM CLOSED,0
THEY WERE ABOUT 2 INCHES TO SMALL,0
I HAVE LOTS OF VAN HEUSEN SHIRTS THIS SIZE AND THEY FIT JUST FINE,1
DON'T KNOW WHAT THE PROBLEM WAS WITH THESE 4 SHIRTS THAT I HAD TO RETURNED,0
"This Van Heusen fit more like a 15 1/2"" and has no flex as other dress shirts do now",0
"Although the color is a rich crimson which I prefer over a flame or more orange red, I probably will try another style in thre future--probably one with a stretch collar",0
"Almost wrinkle-free, too",1
I purchased this shirt last minute for my fiancee for our wedding,0
We eloped to Tahoe so I didn't think to open the shirt before I packed it considering he is an average size guy and more than likely the shirt would fit just fine,0
"The night before our wedding we opened the shirt only to find three tiny, reddish/brown dots on the brand new white shirt",0
One on the collar,0
"clearly visible, no way to hide it",0
", one on the right shoulder and one on the left shoulder",0
"Like many dress shirts, this shirt came with multiple pins throughout the folds and collar",0
I ordered this shirt for my husband in the size he always wears,0
we both loved everything about the shirt,1
The fabric was beautiful and had a nice crisp feel,1
the only problem was that the neck ran bit small according to the measurement so we had to return for a size larger,2
I have since ordered another in the larger neck size and it is beautiful,1
The colors and fabric texture are stunning and they wash beautifully,1
I needed a black dress shirt in order to wear concert black so I ordered this to have it in time for the event,0
"I?셫 pleased with fit, relative quality, and design",1
"It?셲 regular, not slim fit, which I appreciate",1
I recommend this product if you need a good basic black dress shirt,1
"After my husband paid ten times the amount that this shirt cost for almost the same thing, I tried this shirt from Amazon",0
It looks great,1
I wish he'd gone to Amazon first,0
This shirt fits him great at the neck and has sleeves long enough,1
"He is 6'2"" tall and weighs 210 lbs",0
The shirt is nicely tailored and looks great on him,0
I love the colors available,1
The make was very clean with a good appearance overall,1
I would buy these shirts again,1
I  wear my shirt for Sunday Church Services and always with a tie,0
The fit is indeed perfect,1
"Problem is, the material is thin and is",2
primarily,0
polyester,0
"You can sort of see-through this shirt at least a little, and the polyester tends to become yellow and ""dingy"" looking pretty quickly",0
A slightly heavier pure cotton,0
or at least more than the 35% in this blend,0
would be preferable,0
I ordered approximately,0
of these shirts to have a variety of colors in my wardrobe,0
"After trying on the shirts, I noticed that the tail and front end of the shirts i",0
", at the bottom front and back is very short",0
This product would be ideal if the front of the shirts were 1-2 inches longer,0
"I really like the material for this shirt, and for the price it is very high quality",1
"My only complaint, and it's barely a complaint, is that the shirt is pretty short in the waist",2
It is a dress shirt so it's designed to be tucked in,0
It should be a few inches longer in my opinion,0
"I am a conservative dresser all my life, and this is a conservative shirt",0
"what I would prefer would be a pocket, which it does not have",1
"Also, I am now wise to Van Huesen shirts having notoriously shorter sleeves, so with this one I ordered a 36- 37 sleeve for my 34- 35 arms, and it worked well",0
"In the future I will continue to buy these in different solid colors, just one sleeve length too ""long""",1
Awesome fit,1
"and for those complaining about it, then it's time to hit the gym and get a better body going",2
Period,0
Pretty decent and doable,2
"It doesn't wrinkle as much, which I love, I do recommend it",1
"Van Heusan shirts are great because I know they will always fit the same, not mater the slim trendy trends, the classic look is something I can depend on",1
The downside to this order was the color of the photo is a bit off,0
"I'll keep it, just not what I was looking for",0
The shirts look and feel great,1
"With the stretch collar, I don't feel like i'm being choked",0
"A dress shirt with wrinkles is not really a ""dress"" shirt",0
"Overall, I'm well pleased and will look at these again in the future if I need a replacement or other color",1
Shirt obviously tried on previously,0
Just shoved into the plastic bag,0
Worrisome given we are in a pandemic,0
Shame on the store for allowing anything to leave in this condition,0
These are great for daily work shirts,1
One star knocked off because of two reasons:,0
"- They aren't ""wrinkle free"" I still have to iron after drying to get a crisp look",2
"- The collar stays are not removable, which I'm not used to",2
"So far, so good",1
I?셫 stuck between a just right and slightly tight fit,2
"I wore this for about 4 hours at a work event and it was not too hot, not too thin",2
Just right,1
Good value,1
The shirt fits well and is as advertised,1
"Having purchased Van Heusen many times from brick and mortar stores, I can say with almost certainty that what I received was NOT a Van Heusen products of any grade",0
The material is cheap and not wrinkle free,2
BUYER BEWARE,2
I have been wearing Van Husen shirts for the past 15 years and bought two white shirts few weeks ago for an interview,0
These shirts are not the Van Husen shirts of old,0
The fit and finish is lacking and I had threads coming out at the cuffs,0
Where the cuffs attach to the arms the sewing looks like it was done by a child,0
Not buying these shirts again,2
"I have several Van Heusen shirts, as they are relatively inexpensive, they fit well, and are easier to find in a regular fit, as it seems that companies are wanting to push ""slim fit""",1
I am not a slim fit shirt guy,2
the only complaint I have about the shirt is the material seems thinner than the other shirts I have bought from them,2
"you can't see through it, so it still works",0
Van Heusen is well known for making quality products,0
The shirt fits perfectly at an affordable price,1
It is neither too loose in the neck or too tight in the shoulders and fits perfectly at the wrist,0
A very classic design,1
I have recently recommended their dress shirts to several of my colleagues,1
I love the color and will definitely purchase from Van Heusen in the future,1
"Wear a T-shirt for sure, it?셲 somewhat see thru",0
"Measure your neck carefully, this fabric does not stretch at all",2
Shoulder and sleeves fit as advertised,0
Fabric is comfortable,1
I ordered this shirt for my Husband to wear for our Wedding Ceremony I ordered it in blue in size Large 16 34/35 he is 5?? and  175 lb he said the shirt was Comfortable,1
I had purchased the flex collar at the same time as this shirt,0
"Being a long term fan of Van Heusen shirts for my business needs, I am equally impressed with this shirt as well",0
5 stars for both as it is easy to were both shirts,1
